"","conceptId","term"
"4015",1220597000,"Retinitis pigmentosa, juvenile cataract, short stature, intellectual disability syndrome (disorder)"
"4016",1220600004,"Arginyl-tRNA synthetase 1-related autosomal recessive hypomyelinating leukodystrophy (disorder)"
"4017",1220650006,"Delusion of emitting foul body odor (disorder)"
"4018",1222656005,"Synaptic Ras GTPase activating protein 1-related developmental and epileptic encephalopathy (disorder)"
"4019",1222657001,"Prune exopolyphosphatase 1-related neurological syndrome (disorder)"
"4020",1222658006,"Global developmental delay, alopecia, macrocephaly, facial dysmorphism, structural brain anomalies syndrome (disorder)"
"4021",1222672002,"3-methylglutaconic aciduria type 9 (disorder)"
"4022",1222706005,"Anterior maxillary protrusion, strabismus, intellectual disability syndrome (disorder)"
"4023",1222710008,"Neurodevelopmental disorder, craniofacial dysmorphism, cardiac defect, skeletal anomalies syndrome (disorder)"
"4024",1228886008,"9q33.3q34.11 microdeletion syndrome (disorder)"
"4025",1228890005,"16p13.2 microdeletion syndrome (disorder)"
"4026",1229872004,"Xq25 microduplication syndrome (disorder)"
"4027",1229873009,"17q24.2 microdeletion syndrome (disorder)"
"4028",1229875002,"9q21.13 microdeletion syndrome (disorder)"
"4029",1229882003,"11q22.2q22.3 microdeletion syndrome (disorder)"
"4030",1229883008,"19p13.3 microduplication syndrome (disorder)"
"4031",1229891004,"20q11.2 microdeletion syndrome (disorder)"
"4032",1229895008,"8q24.3 microdeletion syndrome (disorder)"
"4033",1230071005,"Episodic harmful pattern of use of amfetamine and/or amfetamine derivative (disorder)"
"4034",1230072003,"Amfetamine and/or amfetamine derivative abuse, continuous (disorder)"
"4035",1230074002,"Episodic nondependent harmful pattern of use of hypnotic (disorder)"
"4036",1230075001,"Episodic nondependent harmful pattern of use of anxiolytic (disorder)"
"4037",1230076000,"Continuous nondependent harmful pattern of use of anxiolytic (disorder)"
"4038",1230077009,"Continuous nondependent harmful pattern of use of hypnotic (disorder)"
"4039",1230078004,"Nondependent harmful pattern of use of anxiolytic in remission (disorder)"
"4040",1230079007,"Nondependent harmful pattern of use of hypnotic in remission (disorder)"
"4041",1230080005,"Nondependent harmful pattern of use of anxiolytic (disorder)"
"4042",1230081009,"Nondependent harmful pattern of use of hypnotic (disorder)"
"4043",1230082002,"Nondependent harmful pattern of use of psychostimulant in remission (disorder)"
"4044",1230083007,"Nondependent harmful pattern of use of amfetamine and/or amfetamine derivative in remission (disorder)"
"4045",1230084001,"Continuous nondependent harmful pattern of use of psychostimulant (disorder)"
"4046",1230085000,"Continuous nondependent harmful pattern of use of amfetamine and/or amfetamine derivative (disorder)"
"4047",1230086004,"Episodic nondependent harmful pattern of use of psychostimulant (disorder)"
"4048",1230087008,"Episodic nondependent harmful pattern of use of amfetamine and/or amfetamine derivative (disorder)"
"4049",1230088003,"Nondependent harmful pattern of use of amfetamine and/or amfetamine derivative (disorder)"
"4050",1230089006,"Nondependent harmful pattern of use of psychostimulant (disorder)"
"4051",1230262006,"Harmful pattern of use of steroid hormone (disorder)"
"4052",1230266009,"Harmful pattern of use of amfetamine and/or amfetamine derivative in remission (disorder)"
"4053",1230273004,"Megaconial congenital muscular dystrophy (disorder)"
"4054",1230376005,"Contactin associated protein 2-related developmental and epileptic encephalopathy (disorder)"
"4055",1231158003,"Hypnotic dependence in remission (disorder)"
"4056",1231159006,"Anxiolytic dependence in remission (disorder)"
"4057",1231160001,"Hypnotic dependence, episodic (disorder)"
"4058",1231161002,"Anxiolytic dependence, episodic (disorder)"
"4059",1231162009,"Hypnotic dependence, continuous (disorder)"
"4060",1231163004,"Anxiolytic dependence, continuous (disorder)"
"4061",1231319004,"Methylenedioxymethamphetamine dependence (disorder)"
"4062",1231325000,"Amfetamine and/or amfetamine derivative dependence in remission (disorder)"
"4063",1231327008,"Amfetamine and/or amfetamine derivative dependence episodic (disorder)"
"4064",1231328003,"Amfetamine and/or amfetamine derivative dependence continuous (disorder)"
"4065",1231331002,"Psychostimulant dependence in remission (disorder)"
"4066",1231333004,"Psychostimulant dependence episodic (disorder)"
"4067",1231336007,"Psychostimulant dependence continuous (disorder)"
"4068",1231503005,"Psychotic disorder with insight present (disorder)"
"4069",1231846001,"Psychosis caused by ethanol (disorder)"
"4070",1234778004,"Steatohepatitis caused by ethanol (disorder)"
"4071",1234779007,"Mood disorder caused by ethanol (disorder)"
"4072",1234780005,"Mood disorder with mixed manic and depressive symptoms caused by ethanol (disorder)"
"4073",1234781009,"Mood disorder with manic symptoms caused by ethanol (disorder)"
"4074",1234782002,"Mood disorder with depressive symptoms caused by ethanol (disorder)"
"4075",1234783007,"Organic mental disorder caused by ethanol (disorder)"
"4076",1236807002,"Encephalopathy due to mitochondrial and peroxisomal fission defect (disorder)"
"4077",1236843008,"Phosphodiesterase 4D haploinsufficiency syndrome (disorder)"
"4078",1237179007,"FG syndrome type 1 (disorder)"
"4079",1237196008,"Ergotamine dependence (disorder)"
"4080",1237201004,"Naloxone dependence (disorder)"
"4081",1237202006,"Amfetamine and/or amfetamine derivative withdrawal syndrome (disorder)"
"4082",1237344003,"Symptomatic form of fragile X syndrome in female carrier (disorder)"
"4083",1237418002,"Spastic tetraplegia, thin corpus callosum, progressive postnatal microcephaly syndrome (disorder)"
"4084",1237420004,"X-linked intellectual disability, global development delay, facial dysmorphism, sacral caudal remnant syndrome (disorder)"
"4085",1237421000,"Pyrroline-5-carboxylate reductase 2 related microcephaly, progressive leukoencephalopathy (disorder)"
"4086",1237462006,"nudE neurodevelopment protein 1-related microhydranencephaly (disorder)"
"4087",1237512003,"Short stature, developmental delay, congenital heart defect syndrome (disorder)"
"4088",1237619001,"Fatty acyl-coenzyme A reductase 1 deficiency (disorder)"
"4089",1237623009,"Congenital insensitivity to pain with severe intellectual disability (disorder)"
"4090",1237625002,"Autosomal recessive cerebellar ataxia due to CWF19 like cell cycle control factor 1 deficiency (disorder)"
"4091",1251452003,"4q25 proximal deletion syndrome (disorder)"
"4092",1251453008,"Lamb Shaffer syndrome (disorder)"
"4093",1254650002,"Microcephaly, corpus callosum hypoplasia, intellectual disability, facial dysmorphism syndrome (disorder)"
"4094",1254651003,"Microcephaly, intellectual disability, sensorineural hearing loss, epilepsy, abnormal muscle tone syndrome (disorder)"
"4095",1254652005,"Intellectual disability, macrocephaly, hypotonia, behavioral abnormalities syndrome (disorder)"
"4096",1254654006,"X-linked intellectual disability, hypotonia, movement disorder syndrome (disorder)"
"4097",1254812006,"Substance dependence (disorder)"
"4098",1254815008,"Ruxolitinib dependence (disorder)"
"4099",1254818005,"Selective serotonin re-uptake inhibitor dependence (disorder)"
"4100",1254819002,"Steroid dependence (disorder)"
"4101",1254973007,"Substance dependence in remission (disorder)"
"4102",1254974001,"Substance dependence, episodic (disorder)"
"4103",1254975000,"Substance dependence, continuous (disorder)"
"4104",1254981008,"Substance dependence during pregnancy, childbirth and/or puerperium (disorder)"
"4105",1254985004,"Substance dependence during pregnancy - baby delivered (disorder)"
"4106",1254986003,"Substance dependence during pregnancy - baby not yet delivered (disorder)"
"4107",1254987007,"Substance dependence in childbirth (disorder)"
"4108",1254988002,"Substance dependence in mother complicating pregnancy, childbirth and/or puerperium (disorder)"
"4109",1254989005,"Substance dependence in puerperium - baby delivered (disorder)"
"4110",1254990001,"Substance dependence in puerperium - baby delivered during previous episode of care (disorder)"
"4111",1254991002,"Pregnancy and substance dependence (disorder)"
"4112",1255012001,"Combined substance dependence, continuous (disorder)"
"4113",1255013006,"Combined opioid with non-opioid substance dependence (disorder)"
"4114",1255014000,"Combined substance dependence, excluding opioids (disorder)"
"4115",1255015004,"Combined opioid with non-opioid substance dependence, episodic (disorder)"
"4116",1255016003,"Combined substance dependence, excluding opioid, episodic (disorder)"
"4117",1255017007,"Combined substance dependence, excluding opioid, continuous (disorder)"
"4118",1255018002,"Combined opioid with non-opioid substance dependence, continuous (disorder)"
"4119",1255019005,"Combined opioid with non-opioid substance dependence in remission (disorder)"
"4120",1255020004,"Combined substance dependence, excluding opioid, in remission (disorder)"
"4121",1255066009,"Perceptual disturbance due to alcohol withdrawal (disorder)"
"4122",1255319004,"Autosomal dominant intellectual disability, craniofacial anomalies, cardiac defects syndrome (disorder)"
"4123",1255322002,"Congenital contracture of limbs and face, hypotonia, developmental delay syndrome (disorder)"
"4124",1255335006,"X-linked intellectual disability, short stature, overweight syndrome (disorder)"
"4125",1256061006,"Trichoteiromania (disorder)"
"4126",1256062004,"Trichotemnomania (disorder)"
"4127",1258898000,"Mental disorder during puerperium (disorder)"
"4128",1258920002,"Trichodynia (disorder)"
"4129",1258972007,"Baraitser Winter cerebrofrontofacial syndrome (disorder)"
"4130",1259017004,"Substance dependence during puerperium (disorder)"
"4131",1259070005,"Adult-onset tic disorder (disorder)"
"4132",1259124000,"Amyotrophic lateral sclerosis with frontotemporal dementia (disorder)"
"4133",1259128002,"Alzheimer disease with psychosis (disorder)"
"4134",1259465009,"Dementia due to hepatic failure (disorder)"
"4135",1259467001,"Dementia due to hypercalcemia (disorder)"
"4136",1259469003,"Dementia due to Gerstmann Straussler Scheinker syndrome (disorder)"
"4137",1259471003,"Dementia due to Hashimoto encephalopathy (disorder)"
"4138",1259473000,"Dementia due to fragile X syndrome (disorder)"
"4139",1259476008,"Dementia due to genetic disease (disorder)"
"4140",1259478009,"Dementia due to familial Creutzfeldt-Jakob disease (disorder)"
"4141",1259480003,"Dementia due to fatal familial insomnia (disorder)"
"4142",1259485008,"Dementia due to cerebral vasculitis (disorder)"
"4143",1259488005,"Dementia due to cerebral amyloid angiopathy (disorder)"
"4144",1259492003,"Dementia due to metastatic malignant neoplasm to brain (disorder)"
"4145",1259494002,"Dementia due to leukodystrophy (disorder)"
"4146",1259496000,"Dementia due to Lyme disease (disorder)"
"4147",1259499007,"Dementia due to hemorrhagic cerebral infarction due to hypertension (disorder)"
"4148",1259501004,"Dementia due to kuru (disorder)"
"4149",1259503001,"Dementia due to iatrogenic Creutzfeldt-Jakob disease (disorder)"
"4150",1259511006,"Dementia due to Wilson disease (disorder)"
"4151",1259513009,"Dementia due to Whipple disease (disorder)"
"4152",1259517005,"Dementia due to systemic lupus erythematosus (disorder)"
"4153",1259519008,"Dementia due to subacute sclerosing panencephalitis (disorder)"
"4154",1259522005,"Dementia due to variant Creutzfeldt-Jakob disease (disorder)"
"4155",1259524006,"Dementia due to trypanosomiasis (disorder)"
"4156",1259529001,"Dementia due to sporadic Creutzfeldt-Jakob disease (disorder)"
"4157",1259531005,"Dementia due to hypertensive encephalopathy (disorder)"
"4158",1259579003,"Dementia due to Behcet syndrome (disorder)"
"4159",1259581001,"Dementia due to celiac disease (disorder)"
"4160",1259584009,"Dementia due to and following dialysis (disorder)"
"4161",1259586006,"Dementia due to autoimmune encephalitis (disorder)"
"4162",1259591007,"Dementia due to acquired hypothyroidism (disorder)"
"4163",1259656006,"Dementia due to renal failure (disorder)"
"4164",1259661008,"Dementia due to inflammatory disorder of musculoskeletal system (disorder)"
"4165",1259663006,"Dementia due to polyarteritis nodosa (disorder)"
"4166",1259665004,"Dementia due to progressive subcortical gliosis (disorder)"
"4167",1259667007,"Dementia due to paraneoplastic encephalitis (disorder)"
"4168",1259673008,"Dementia due to neurofilament inclusion body disease (disorder)"
"4169",1259675001,"Dementia due to obstructive hydrocephalus (disorder)"
"4170",1259677009,"Dementia due to multiple system atrophy (disorder)"
"4171",1259679007,"Dementia due to atypical pantothenate kinase associated neurodegeneration (disorder)"
"4172",1259990004,"Dementia due to classical pantothenate kinase associated neurodegeneration (disorder)"
"4173",1260095004,"Menke Hennekam syndrome (disorder)"
"4174",1260097007,"Pumilio RNA binding family member 1-associated developmental disability, ataxia, seizure syndrome (disorder)"
"4175",1260128008,"Tryptophanyl tRNA synthetase 2, mitochondrial-related combined oxidative phosphorylation defect (disorder)"
"4176",1260129000,"Infantile-onset axonal motor and sensory neuropathy, optic atrophy, neurodegenerative syndrome (disorder)"
"4177",1260130005,"Progressive essential tremor, speech impairment, facial dysmorphism, intellectual disability, abnormal behavior syndrome (disorder)"
"4178",1260134001,"Spastic paraplegia, intellectual disability, nystagmus, obesity syndrome (disorder)"
"4179",1260143005,"Megalencephaly, severe kyphoscoliosis, overgrowth syndrome (disorder)"
"4180",1260195002,"Glutamate ionotropic receptor NMDA type subunit 2B-related developmental delay, intellectual disability, autism spectrum disorder (disorder)"
"4181",1260298008,"Depression following menopause (disorder)"
"4182",1260351002,"Functional diplopia (disorder)"
"4183",1260352009,"Frontotemporal dementia due to TARDBP mutation (disorder)"
"4184",1260353004,"Frontotemporal dementia due to VCP mutation (disorder)"
"4185",1260354005,"Frontotemporal dementia due to C9orf72 mutation (disorder)"
"4186",1260355006,"Frontotemporal dementia due to FUS mutation (disorder)"
"4187",1260450002,"Infantile multisystem neurologic, endocrine, pancreatic disease (disorder)"
"4188",1263555006,"Logopenic non-amnestic Alzheimer disease (disorder)"
"4189",1263585001,"Frontal variant non-amnestic Alzheimer disease (disorder)"
"4190",1268343004,"Poisoning caused by opium (disorder)"
"4191",1269224009,"Craniosynostosis, microretrognathia, severe intellectual disability syndrome (disorder)"
"4192",1269226006,"Spondylometaphyseal dysplasia, corneal dystrophy syndrome (disorder)"
"4193",1269233006,"Posterior-predominant lissencephaly, broad flat pons and medulla-midline crossing defects syndrome (disorder)"
"4194",1269236003,"Primary hypomagnesemia, refractory seizures, intellectual disability syndrome (disorder)"
"4195",1269539009,"Antidepressant withdrawal syndrome (disorder)"
"4196",1269547009,"Antidepressant dependence (disorder)"
"4197",1279845005,"Combined oxidative phosphorylation defect type 39 (disorder)"
"4198",1284851009,"Short stature, skeletal dysplasia, retinal degeneration, intellectual disability, sensorineural hearing loss syndrome (disorder)"
"4199",1285639002,"Protracted antidepressant withdrawal syndrome (disorder)"
"4200",1295485009,"Aldehyde dehydrogenase 18 family member A1-related de Barsy syndrome (disorder)"
"4201",1295488006,"Pyrroline-5-carboxylate reductase 1 related de Barsy syndrome (disorder)"
"4202",1296772004,"Acute psychostimulant overdose (disorder)"
"4203",1296773009,"Acute opioid intoxication (disorder)"
"4204",1296775002,"Acute poisoning caused by hypnotic agent (disorder)"
"4205",1299154002,"Cyclin dependent kinase 13-related congenital heart defects, intellectual disability, facial dysmorphism syndrome (disorder)"
"4206",1300119004,"SET domain containing 2, histone lysine methyltransferase-related microcephaly, severe intellectual disability, multiple congenital anomalies syndrome (disorder)"
"4207",1300131002,"Neurexin 1-related severe neurodevelopmental disorder, motor stereotypies, chronic constipation, sleep-wake cycle disturbance (disorder)"
"4208",1300132009,"Clark Baraitser syndrome (disorder)"
"4209",1300188000,"Congenital pontocerebellar hypoplasia type 11 (disorder)"
"4210",1300192007,"Congenital pontocerebellar hypoplasia type 14 (disorder)"
"4211",1300193002,"Autoimmune limbic encephalitis (disorder)"
"4212",1300198006,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily A, member 2-related blepharophimosis, intellectual disability syndrome (disorder)"
"4213",1303408008,"Persistent perceptual disturbance due to and following hallucinogen intoxication (disorder)"
"4214",1303585005,"Infantile neurodegeneration, progressive spasticity, intellectual disability, white matter lesions syndrome (disorder)"
"4215",1303586006,"Neurodevelopmental delay, hypotonia, cerebellar ataxia, cardiac conduction defects syndrome (disorder)"
"4216",1303866001,"Myelin transcription factor 1 like-related developmental delay, intellectual disability, obesity syndrome (disorder)"
"4217",1304039005,"Harmful pattern of use of diamorphine (disorder)"
"4218",1304040007,"Harmful pattern of use of intravenous diamorphine (disorder)"
"4219",1304113005,"Blepharophimosis, intellectual disability syndrome/genitopatellar overlap syndrome (disorder)"
"4220",1304277005,"Autosomal dominant intellectual disability, craniofacial dysmorphism, macrocephaly, hypotonia syndrome due to H1.4 linker histone, cluster member mutation (disorder)"
"4221",1304290003,"Psychotic disorder caused by amfetamine and/or amfetamine derivative (disorder)"
"4222",1304291004,"Amfetamine and/or amfetamine derivative-induced mood disorder (disorder)"
"4223",1306691007,"Substance use disorder (disorder)"
"4224",1306692000,"Harmful pattern of substance use (disorder)"
"4225",1306693005,"Episode of harmful substance use (disorder)"
"4226",1332282000,"Chronic harmful pattern of substance use (disorder)"
"4227",1332301006,"Continuous harmful pattern of substance use (disorder)"
"4228",1332384001,"Cyclin K-related neurodevelopmental disorder, severe intellectual disability, facial dysmorphism syndrome (disorder)"
"4229",1332385000,"Aplastic anemia, intellectual disability, dwarfism syndrome (disorder)"
"4230",1332508004,"Cerebellar hypoplasia, intellectual disability, congenital microcephaly, dystonia, anemia, growth retardation syndrome (disorder)"
"4231",1332510002,"Chromodomain helicase DNA binding protein 4-related neurodevelopmental disorder (disorder)"
"4232",1335862003,"Childhood-onset schizophrenia (disorder)"
"4233",1335869007,"Cleft palate, congenital heart defect, intellectual disability syndrome (disorder)"
"4234",1335951002,"Episode of harmful use of anxiolytic (disorder)"
"4235",1335952009,"Harmful pattern of use of anxiolytic (disorder)"
"4236",1335953004,"Harmful pattern of use of hypnotic (disorder)"
"4237",1335954005,"Episode of harmful use of hypnotic (disorder)"
"4238",1336043008,"Episode of harmful use of antacid (disorder)"
"4239",1336044002,"Episode of harmful use of barbiturate (disorder)"
"4240",1336045001,"Episode of harmful use of Catha edulis (disorder)"
"4241",1336046000,"Episode of harmful use of diuretic (disorder)"
"4242",1336047009,"Episode of harmful use of herbal medicine (disorder)"
"4243",1336048004,"Episode of harmful use of laxative (disorder)"
"4244",1336049007,"Episode of harmful use of multiple substances (disorder)"
"4245",1336050007,"Episode of harmful use of non-psychotropic analgesic medication (disorder)"
"4246",1336051006,"Episode of harmful use of opioid (disorder)"
"4247",1336052004,"Episode of harmful use of diamorphine (disorder)"
"4248",1336053009,"Episode of harmful use of psychoactive substance (disorder)"
"4249",1336054003,"Episode of harmful use of alcohol (disorder)"
"4250",1336055002,"Episode of harmful use of amfetamine and/or amfetamine derivative (disorder)"
"4251",1336056001,"Episode of harmful use of metamfetamine (disorder)"
"4252",1336057005,"Episode of harmful use of antidepressant (disorder)"
"4253",1336058000,"Episode of harmful use of cocaine (disorder)"
"4254",1336059008,"Episode of harmful use of intravenous cocaine (disorder)"
"4255",1336060003,"Episode of harmful use of intravenous diamorphine (disorder)"
"4256",1336061004,"Episode of harmful use of hallucinogen (disorder)"
"4257",1336062006,"Episode of harmful use of cannabis (disorder)"
"4258",1336063001,"Episode of harmful use of phencyclidine (disorder)"
"4259",1336064007,"Episode of harmful use of ketamine (disorder)"
"4260",1336065008,"Episode of harmful use of methanol (disorder)"
"4261",1336066009,"Episode of harmful use of novel psychoactive substance (disorder)"
"4262",1336067000,"Episode of harmful use of sedative (disorder)"
"4263",1336068005,"Episode of harmful use of synthetic cannabinoid (disorder)"
"4264",1336069002,"Episode of harmful use of synthetic cathinone (disorder)"
"4265",1336070001,"Episode of harmful use of steroid hormone (disorder)"
"4266",1336071002,"Episode of harmful use of stimulant (disorder)"
"4267",1336072009,"Episode of harmful use of volatile inhalant (disorder)"
"4268",1336085007,"Alcohol use disorder (disorder)"
"4269",1336178006,"Barbiturate use disorder (disorder)"
"4270",1336180000,"Volatile inhalant use disorder (disorder)"
"4271",1336192000,"Opioid use disorder (disorder)"
"4272",1336199009,"Stimulant use disorder (disorder)"
"4273",1336200007,"Cannabis use disorder (disorder)"
"4274",1336201006,"Synthetic cannabinoid use disorder (disorder)"
"4275",1336228001,"Sedative use disorder (disorder)"
"4276",1336229009,"Hypnotic use disorder (disorder)"
"4277",1336230004,"Anxiolytic use disorder (disorder)"
"4278",1336231000,"Cocaine use disorder (disorder)"
"4279",1336232007,"Synthetic cathinone use disorder (disorder)"
"4280",1336233002,"Episode of harmful use of caffeine (disorder)"
"4281",1336234008,"Caffeine use disorder (disorder)"
"4282",1336235009,"Hallucinogen use disorder (disorder)"
"4283",1336236005,"Nicotine use disorder (disorder)"
"4284",1336237001,"Episode of harmful use of nicotine (disorder)"
"4285",1336238006,"Episode of harmful use of methylenedioxymethamphetamine (disorder)"
"4286",1336239003,"Harmful pattern of use of methylenedioxymethamphetamine (disorder)"
"4287",1336240001,"Methylenedioxymethamphetamine use disorder (disorder)"
"4288",1337000006,"Ketamine use disorder (disorder)"
"4289",1337001005,"Phencyclidine use disorder (disorder)"
"4290",1339031006,"Dementia caused by ionizing radiation (disorder)"
"4291",1340175001,"Carboxypeptidase E-related Prader-Willi-like syndrome (disorder)"
"4292",1340176000,"Developmental delay, overweight, facial dysmorphism, behavioral abnormalities syndrome (disorder)"
"4293",1343347009,"Bipolar I disorder, current episode hypomanic (disorder)"
"4294",1343585008,"Maternal harmful pattern of use of tobacco (disorder)"
"4295",1343597009,"Bathophobia (disorder)"
"4296",1343598004,"Entomophobia (disorder)"
"4297",1343608003,"Erythrophobia (disorder)"
"4298",1343614005,"Mysophobia (disorder)"
"4299",1343615006,"Gephyrophobia (disorder)"
"4300",1344922008,"Harmful pattern of use of ketamine (disorder)"
"4301",1344944003,"Delirium caused by cannabis (disorder)"
"4302",1344945002,"Delirium caused by cocaine (disorder)"
"4303",1344946001,"Delirium due to cocaine withdrawal (disorder)"
"4304",1344947005,"Delirium caused by opioid (disorder)"
"4305",1344948000,"Delirium caused by hallucinogen (disorder)"
"4306",1344949008,"Amphetamine intoxication delirium (disorder)"
"4307",1344950008,"Anxiety disorder in pregnancy (disorder)"
"4308",1345079007,"Harmful pattern of use of anabolic steroid (disorder)"
"4309",1345080005,"Episode of harmful use of anabolic steroid (disorder)"
"4310",1345081009,"Harmful pattern of use of corticosteroid (disorder)"
"4311",1345082002,"Episode of harmful use of corticosteroid (disorder)"
"4312",1345083007,"Dependence on corticosteroid due to harmful pattern of use (disorder)"
"4313",1345084001,"Dependence on anabolic steroid due to harmful pattern of use (disorder)"
"4314",1345086004,"Dependence on steroid hormone due to harmful pattern of use (disorder)"
"4315",1345156008,"Harmful pattern of use of tobacco (disorder)"
"4316",1348210008,"Harmful pattern of substance use in remission (disorder)"
"4317",1348211007,"Nondependent harmful pattern of substance use (disorder)"
"4318",1348212000,"Nondependent harmful pattern of mixed substance use (disorder)"
"4319",1348216002,"Episodic nondependent harmful pattern of mixed substance use (disorder)"
"4320",1348217006,"Continuous nondependent harmful pattern of mixed substance use (disorder)"
"4321",1348218001,"Nondependent harmful pattern of mixed substance use in remission (disorder)"
"4322",1348223001,"Nondependent harmful pattern of use of antidepressant in remission (disorder)"
"4323",1348224007,"Continuous nondependent harmful pattern of use of antidepressant (disorder)"
"4324",1348228005,"Episodic nondependent harmful pattern of use of antidepressant (disorder)"
"4325",1348233009,"Episodic harmful pattern of substance use (disorder)"
"4326",1348240005,"Nondependent harmful pattern of substance use in remission (disorder)"
"4327",1348241009,"Episodic nondependent harmful pattern of substance use (disorder)"
"4328",1348242002,"Continuous nondependent harmful pattern of substance use (disorder)"
"4329",1348331009,"Chronic pain of vestibule of vulva (disorder)"
"4330",1348334001,"Chronic pain of vestibule of vulva provoked by contact (disorder)"
"4331",1351837003,"Intellectual disability, cupped ears syndrome (disorder)"
"4332",1351838008,"Intellectual disability, early-onset cataract, microcephaly syndrome (disorder)"
"4333",1351843001,"Lysine demethylase 3B-related intellectual disability, facial dysmorphism, short stature syndrome (disorder)"
"4334",1351854006,"Primary hypomagnesemia, generalized seizures, intellectual disability, obesity syndrome (disorder)"
"4335",1351962002,"Epidermal growth factor-related primary hypomagnesemia with intellectual disability (disorder)"
"4336",1356736002,"Spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual disability, Leber congenital amaurosis syndrome (disorder)"
"4337",251000119105,"Severe major depression, single episode (disorder)"
"4338",261000119107,"Severe depressed bipolar I disorder (disorder)"
"4339",271000119101,"Severe mixed bipolar I disorder (disorder)"
"4340",281000119103,"Severe recurrent major depression (disorder)"
"4341",691000119103,"Erectile dysfunction associated with type I diabetes mellitus (disorder)"
"4342",1081000119105,"Opioid dependence, on agonist therapy (disorder)"
"4343",1461000119109,"Drug dependence in remission (disorder)"
"4344",1471000119103,"Drug abuse in remission (disorder)"
"4345",1581000119101,"Dementia of the Alzheimer type with behavioral disturbance (disorder)"
"4346",1591000119103,"Dementia with behavioral disturbance (disorder)"
"4347",2421000119107,"Hallucinations co-occurrent and due to late onset dementia (disorder)"
"4348",7031000119100,"Psychogenic fugue co-occurrent and due to stress reaction (disorder)"
"4349",7761000119106,"Psychotic disorder caused by amphetamine (disorder)"
"4350",8061000119107,"Vasculopathic erectile dysfunction (disorder)"
"4351",10211000132109,"Perinatal depression (disorder)"
"4352",18491000119109,"Psychological disorder during pregnancy (disorder)"
"4353",21061000119107,"Mood disorder of depressed type (disorder)"
"4354",21071000119101,"Mood disorder of manic type (disorder)"
"4355",21831000119109,"Psychotic disorder caused by phencyclidine (disorder)"
"4356",21841000119100,"Organic mental disorder caused by phencyclidine (disorder)"
"4357",21921000119103,"Dementia due to Pick's disease (disorder)"
"4358",22381000119105,"Primary degenerative dementia (disorder)"
"4359",22621000119103,"Anxiety disorder caused by drug (disorder)"
"4360",22641000119109,"Psychosis in early childhood (disorder)"
"4361",23601000119102,"Sedative withdrawal (disorder)"
"4362",23741000119105,"Severe manic bipolar I disorder (disorder)"
"4363",27051000119102,"Chronic abuse of laxatives (disorder)"
"4364",31081000119101,"Presenile dementia with delusions (disorder)"
"4365",35761000146100,"Sleep disorder caused by hypnotic agent (disorder)"
"4366",39051000146103,"Sleep disorder caused by sedative (disorder)"
"4367",39141000146100,"Sleep disorder due to hypnotic agent dependence (disorder)"
"4368",39201000146106,"Sleep disorder due to sedative dependence (disorder)"
"4369",39221000146103,"Sleep disorder due to stimulant dependence (disorder)"
"4370",39251000146107,"Sleep disorder due to alcohol dependence (disorder)"
"4371",39951000119105,"Pervasive developmental disorder of residual state (disorder)"
"4372",60251000119101,"Impulse control disorder in remission (disorder)"
"4373",60401000119104,"Postpartum psychosis in remission (disorder)"
"4374",61771000119106,"Bipolar II disorder, most recent episode rapid cycling (disorder)"
"4375",62211000119103,"Moderate expressive language delay (disorder)"
"4376",62221000119105,"Severe expressive language delay (disorder)"
"4377",62231000119108,"Mild expressive language delay (disorder)"
"4378",65971000052100,"Acute psychosis (disorder)"
"4379",79341000119107,"Mixed dementia (disorder)"
"4380",82351000119105,"Altered behavior due to Pick's disease (disorder)"
"4381",82361000119107,"Altered behavior in dementia due to Huntington chorea (disorder)"
"4382",82371000119101,"Dementia due to multiple sclerosis with altered behavior (disorder)"
"4383",82381000119103,"Epileptic dementia with behavioral disturbance (disorder)"
"4384",86391000119101,"Inhalant dependence, continuous (disorder)"
"4385",86401000119104,"Inhalant dependence, episodic (disorder)"
"4386",89361000119103,"Mild developmental articulation disorder (disorder)"
"4387",89381000119107,"Moderate receptive language delay (disorder)"
"4388",89391000119105,"Severe receptive language delay (disorder)"
"4389",89501000119108,"Mild receptive language delay (disorder)"
"4390",92501000119101,"Stress reaction with psychomotor agitation (disorder)"
"4391",94631000119100,"Depressive disorder in mother complicating pregnancy (disorder)"
"4392",94641000119109,"Anxiety in pregnancy (disorder)"
"4393",94921000119107,"Episodic mood disorder (disorder)"
"4394",97571000119109,"Thrombocytopenia co-occurrent and due to alcoholism (disorder)"
"4395",97751000119108,"Altered behavior in Alzheimer's disease (disorder)"
"4396",101421000119107,"Dementia due to Parkinson's disease (disorder)"
"4397",104851000119103,"Postpartum major depression in remission (disorder)"
"4398",105421000119105,"Early onset Alzheimer's disease with behavioral disturbance (disorder)"
"4399",105451000119102,"Amnestic disorder associated with general medical condition (disorder)"
"4400",106021000119105,"Multi-infarct dementia due to atherosclerosis (disorder)"
"4401",109541000119101,"Erectile dysfunction due to general medical condition (disorder)"
"4402",125851000119106,"Continuous sedative abuse (disorder)"
"4403",130121000119104,"Dementia due to Rett syndrome (disorder)"
"4404",133091000119105,"Rapid cycling bipolar I disorder (disorder)"
"4405",133121000119109,"Severe seasonal affective disorder (disorder)"
